大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,所属院系英文名称,所属院系网址,response_1,response_2,response_3,response_1_valid,response_2_valid,response_3_valid,valid_response_count,selected_response,consistency_type,consistency_detail
Auburn University,MS,Data Science and Engineering – Data Science Option,科学与数学学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,College of Sciences and Mathematics,https://www.auburn.edu/cosam/,"College of Sciences and Mathematics, https://www.auburn.edu/cosam/","College of Sciences and Mathematics, https://www.auburn.edu/cosam/","College of Sciences and Mathematics, https://www.auburn.edu/cosam/",True,True,True,3,"College of Sciences and Mathematics, https://www.auburn.edu/cosam/",all_valid_same,All 3 valid responses are identical
Baylor University,Ph.D.,Statistical Science  Concentration in Data Science,文理学院,https://statistics.artsandsciences.baylor.edu/graduate/how-apply,https://statistics.artsandsciences.baylor.edu/graduate/doctor-philosophy-phd,College of Arts & Sciences,https://artsandsciences.baylor.edu,"Graduate School, https://grad.baylor.edu/","College of Arts & Sciences, https://www.baylor.edu/artsandsciences/","College of Arts & Sciences, https://artsandsciences.baylor.edu",True,True,True,3,"College of Arts & Sciences, https://artsandsciences.baylor.edu",all_valid_different,"All valid responses are different, randomly selected"
Drexel University,MS,MS in Data Science,计算与信息学院,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/,College of Computing & Informatics,https://drexel.edu/cci/,"College of Computing & Informatics, https://drexel.edu/cci/","College of Computing & Informatics, https://drexel.edu/cci/","College of Computing & Informatics, https://drexel.edu/cci/",True,True,True,3,"College of Computing & Informatics, https://drexel.edu/cci/",all_valid_same,All 3 valid responses are identical
Drexel University,MS,MS in Data Science,计算与信息学院,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/,College of Computing & Informatics,https://drexel.edu/cci/,"College of Computing & Informatics, https://drexel.edu/cci/","College of Computing & Informatics, https://drexel.edu/cci/","The browsing confirms that `https://drexel.edu/cci/` is indeed the official homepage for the College of Computing & Informatics.
College of Computing & Informatics, https://drexel.edu/cci/",True,True,True,3,"College of Computing & Informatics, https://drexel.edu/cci/",majority_valid_same,2 valid responses are identical
Drexel University,PhD,PhD in Information Science,计算与信息学院,https://drexel.edu/academics/grad-professional-programs/cci/information-science,https://drexel.edu/cci/academics/doctoral-programs/phd-information-science/,College of Computing & Informatics,https://drexel.edu/cci/,"College of Computing & Informatics, https://drexel.edu/cci/","College of Computing & Informatics, https://drexel.edu/cci/","College of Computing & Informatics, https://drexel.edu/cci/",True,True,True,3,"College of Computing & Informatics, https://drexel.edu/cci/",all_valid_same,All 3 valid responses are identical
University of Oregon,MS,Data Science,Phil and Penny Knight Campus for Accelerating Scientific Impact,https://internship.uoregon.edu/apply,https://internship.uoregon.edu/,Phil and Penny Knight Campus for Accelerating Scientific Impact,https://knight.uoregon.edu,"Phil and Penny Knight Campus for Accelerating Scientific Impact, https://knight.uoregon.edu",,"School of Computer and Data Sciences, https://uoregon.edu/academics/colleges-schools/computer-data-sciences",True,False,True,2,"Phil and Penny Knight Campus for Accelerating Scientific Impact, https://knight.uoregon.edu",all_valid_different,"All valid responses are different, randomly selected"
"Rutgers University, Camden",M.S.,COMPUTER SCIENCE M.S.,文理研究生院,https://graduateschool.camden.rutgers.edu/computer-science-m-s/,https://cs.camden.rutgers.edu/graduate/,Graduate School of Arts and Sciences,https://graduateschool.camden.rutgers.edu,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu","Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu/","Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",True,True,True,3,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",majority_valid_same,2 valid responses are identical
"Rutgers University, Camden",M.S.,DATA SCIENCE M.S.,文理研究生院,https://graduateschool.camden.rutgers.edu/data-science-m-s/,https://datascience.camden.rutgers.edu/,Graduate School of Arts and Sciences,https://graduateschool.camden.rutgers.edu,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu","Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu","Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu/",True,True,True,3,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",majority_valid_same,2 valid responses are identical
Rochester Institute of Technology,MS,Data Science MS  ,罗切斯特理工学院,https://www.rit.edu/study/data-science-ms,https://www.rit.edu/study/data-science-ms,Golisano College of Computing and Information Sciences,https://www.rit.edu/computing/,"Golisano College of Computing and Information Sciences, https://www.rit.edu/computing/","Golisano College of Computing and Information Sciences, https://www.rit.edu/computing/",,True,True,False,2,"Golisano College of Computing and Information Sciences, https://www.rit.edu/computing/",all_valid_same,All 2 valid responses are identical
Illinois Institute of Technology,M.S.,Economics and Data Analytics (M.S.),商学院,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/economics-and-data-analytics-ms,Stuart School of Business,https://www.stuart.iit.edu,"Stuart School of Business, https://www.stuart.iit.edu",The,"Stuart School of Business, https://www.stuart.iit.edu",True,False,True,2,"Stuart School of Business, https://www.stuart.iit.edu",all_valid_same,All 2 valid responses are identical
Illinois Institute of Technology,M.A.S,Data Science Master’s—Master of Applied Science (M.A.S.),计算机学院,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/data-science-mas,College of Computing,https://www.iit.edu/colleges-institutes/college-of-computing,"College of Computing, https://www.iit.edu/colleges-institutes/college-of-computing",Not found,,True,False,False,1,"College of Computing, https://www.iit.edu/colleges-institutes/college-of-computing",single_valid_response,Only one valid response
"University of Colorado, Boulder",MS,Professional Master's in Data Science,工程与应用科学学院,https://www.colorado.edu/program/data-science/campus/admissions,https://www.colorado.edu/program/data-science/,College of Engineering & Applied Science,https://www.colorado.edu/engineering/,"College of Engineering & Applied Science, https://www.colorado.edu/engineering/","College of Engineering & Applied Science, https://www.colorado.edu/engineering/","College of Engineering & Applied Science, https://www.colorado.edu/engineering",True,True,True,3,"College of Engineering & Applied Science, https://www.colorado.edu/engineering/",majority_valid_same,2 valid responses are identical
"University of Colorado, Boulder",MS,Statistics and Data Science,工程与应用科学学院,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,College of Arts and Sciences,https://www.colorado.edu/artsandsciences,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences/","College of Arts and Sciences, https://www.colorado.edu/artsandsciences","College of Arts and Sciences, https://www.colorado.edu/artsandsciences",True,True,True,3,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",majority_valid_same,2 valid responses are identical
"University of Colorado, Boulder",MS,Statistics and Data Science,工程与应用科学学院,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,College of Arts and Sciences,https://www.colorado.edu/artsandsciences,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences","College of Arts and Sciences, https://www.colorado.edu/artsandsciences","College of Arts and Sciences, https://www.colorado.edu/artsandsciences",True,True,True,3,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",all_valid_same,All 3 valid responses are identical
American University,MS,Quantitative Analysis MS,文理学院,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/,College of Arts & Sciences,https://www.american.edu/cas/,"College of Arts & Sciences, https://www.american.edu/cas/","College of Arts & Sciences, https://www.american.edu/cas/","College of Arts & Sciences, https://www.american.edu/cas/",True,True,True,3,"College of Arts & Sciences, https://www.american.edu/cas/",all_valid_same,All 3 valid responses are identical
American University,MS,Quantitative Analysis MS,文理学院,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/,College of Arts & Sciences,https://www.american.edu/cas/,"The first URL failed to load. The second URL, https://www.american.edu/cas/mathstat/quantitative/, successfully loaded.

Content from the second URL:
*   The page title is ""Mathematics & Statistics Department | American University"".
*   Under ""Schools & Colleges"", it lists: ""College of Arts & Sciences"", ""Kogod School of Business"", ""School of Communication"", ""School of Education"", ""School of International Service"", ""Professional Studies and Executive Education"", ""School of Public Affairs"", ""Washington College of Law"".
*   It explicitly states: ""You are here: American University College of Arts & Sciences"".
*   The department is ""Mathematics & Statistics"".

Based on this, the ""MS Quantitative Analysis"" program is housed within the ""College of Arts & Sciences"" at American University. The URL also indicates `cas` (College of Arts & Sciences).

The most authoritative homepage URL for the College of Arts & Sciences would likely be `https://www.american.edu/cas/`. I will verify this by browsing it.","College of Arts & Sciences, https://www.american.edu/cas/","College of Arts & Sciences, https://www.american.edu/cas/",False,True,True,2,"College of Arts & Sciences, https://www.american.edu/cas/",all_valid_same,All 2 valid responses are identical
American University,MS,Data Science MS,文理学院,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm,School of Public Affairs,https://www.american.edu/spa/,"School of Public Affairs, https://www.american.edu/spa/","College of Arts and Sciences, https://www.american.edu/cas/","School of Public Affairs, https://www.american.edu/spa/",True,True,True,3,"School of Public Affairs, https://www.american.edu/spa/",majority_valid_same,2 valid responses are identical
